geo_id,state_code,county_code,county_name,cbp_small_biz_count,crunchbase_count,state_abbv,2013_pop_est
0500000US05131,5,131,Sebastian County,3472,2,AR,127342
0500000US35045,35,45,San Juan County,2800,1,NM,126503
0500000US48381,48,381,Randall County,2394,0,TX,126474
0500000US42013,42,13,Blair County,3208,1,PA,126314
0500000US44009,44,9,Washington County,3717,8,RI,126259
0500000US34019,34,19,Hunterdon County,3869,18,NJ,126250
0500000US40017,40,17,Canadian County,2455,0,OK,126123
0500000US47179,47,179,Washington County,2776,0,TN,125546
0500000US22105,22,105,Tangipahoa Parish,2274,1,LA,125412
0500000US47009,47,9,Blount County,2257,0,TN,125099
0500000US37085,37,85,Harnett County,1605,3,NC,124987
0500000US40031,40,31,Comanche County,2177,0,OK,124937
0500000US33017,33,17,Strafford County,2530,13,NH,124593
0500000US37191,37,191,Wayne County,2129,2,NC,124583
0500000US21015,21,15,Boone County,2970,1,KY,124442
0500000US22015,22,15,Bossier Parish,2414,3,LA,123823
0500000US48183,48,183,Gregg County,4090,0,TX,123024
0500000US48181,48,181,Grayson County,2505,0,TX,122353
0500000US47189,47,189,Wilson County,2396,1,TN,121945
0500000US39139,39,139,Richland County,2634,0,OH,121773
0500000US48375,48,375,Potter County,3624,5,TX,121661
0500000US48367,48,367,Parker County,2378,0,TX,121418
0500000US13059,13,59,Clarke County,2909,2,GA,121265
0500000US36075,36,75,Oswego County,2106,0,NY,121165
0500000US23011,23,11,Kennebec County,3214,0,ME,121164
0500000US45077,45,77,Pickens County,2000,3,SC,119829
0500000US01103,1,103,Morgan County,2581,2,AL,119787
0500000US05045,5,45,Faulkner County,2434,8,AR,119580
0500000US36045,36,45,Jefferson County,2450,3,NY,119504
0500000US17093,17,93,Kendall County,2007,0,IL,119348
0500000US53057,53,57,Skagit County,3349,3,WA,118837
0500000US41043,41,43,Linn County,2432,1,OR,118765
0500000US48091,48,91,Comal County,3088,6,TX,118480
0500000US21227,21,227,Warren County,2893,3,KY,118370
0500000US09015,9,15,Windham County,2088,2,CT,117604
0500000US18035,18,35,Delaware County,2318,0,IN,117484
0500000US49005,49,5,Cache County,3034,8,UT,116909
0500000US42081,42,81,Lycoming County,2847,2,PA,116754
0500000US01015,1,15,Calhoun County,2308,2,AL,116736
0500000US55063,55,63,La Crosse County,3000,2,WI,116713
0500000US29097,29,97,Jasper County,2855,5,MO,116398
0500000US37019,37,19,Brunswick County,2299,0,NC,115301
0500000US42085,42,85,Mercer County,2800,1,PA,115195
0500000US39169,39,169,Wayne County,2441,6,OH,115071
0500000US48451,48,451,Tom Green County,2735,0,TX,114954
0500000US55117,55,117,Sheboygan County,2644,2,WI,114922
0500000US05125,5,125,Saline County,1836,3,AR,114404
0500000US22005,22,5,Ascension Parish,2089,1,LA,114393
0500000US20045,20,45,Douglas County,2629,15,KS,114322
0500000US18019,18,19,Clark County,2400,0,IN,112938
0500000US13185,13,185,Lowndes County,2632,1,GA,112916
0500000US22109,22,109,Terrebonne Parish,3002,0,LA,112749
0500000US26005,26,5,Allegan County,2221,0,MI,112531
0500000US13045,13,45,Carroll County,1979,2,GA,112355
0500000US17099,17,99,LaSalle County,2710,1,IL,112183
0500000US17091,17,91,Kankakee County,2362,0,IL,112120
0500000US36089,36,89,St. Lawrence County,1968,5,NY,111963
0500000US30063,30,63,Missoula County,4173,20,MT,111807
0500000US18091,18,91,LaPorte County,2296,0,IN,111281
0500000US24037,24,37,St. Mary's County,1926,5,MD,109633
0500000US37089,37,89,Henderson County,2516,5,NC,109540
0500000US17115,17,115,Macon County,2447,0,IL,109278
0500000US36069,36,69,Ontario County,2835,8,NY,109103
0500000US54003,54,3,Berkeley County,1570,0,WV,108706
0500000US48257,48,257,Kaufman County,1700,0,TX,108568
0500000US13113,13,113,Fayette County,3179,3,GA,108365
0500000US26045,26,45,Eaton County,2028,1,MI,108348
0500000US18167,18,167,Vigo County,2484,2,IN,108291
0500000US21093,21,93,Hardin County,2302,1,KY,108191
0500000US45085,45,85,Sumter County,1769,0,SC,108123
0500000US23001,23,1,Androscoggin County,2670,2,ME,107604
0500000US16019,16,19,Bonneville County,3237,6,ID,107517
0500000US34041,34,41,Warren County,2483,1,NJ,107379
0500000US04017,4,17,Navajo County,1691,0,AZ,107322
0500000US12119,12,119,Sumter County,1317,1,FL,107056
0500000US41019,41,19,Douglas County,2406,1,OR,106940
0500000US26017,26,17,Bay County,2242,0,MI,106832
0500000US39029,39,29,Columbiana County,2051,1,OH,105893
0500000US46103,46,103,Pennington County,3651,5,SD,105761
0500000US39003,39,3,Allen County,2455,2,OH,105298
0500000US17037,17,37,DeKalb County,1957,0,IL,104741
0500000US37049,37,49,Craven County,2141,0,NC,104489
0500000US01055,1,55,Etowah County,2003,0,AL,103931
0500000US01069,1,69,Houston County,2697,0,AL,103668
0500000US36109,36,109,Tompkins County,2340,42,NY,103617
0500000US39109,39,109,Miami County,2109,1,OH,103439
0500000US51003,51,3,Albemarle County,2564,119,VA,103000
0500000US13313,13,313,Whitfield County,2165,0,GA,102945
0500000US55127,55,127,Walworth County,2587,10,WI,102945
0500000US13217,13,217,Newton County,1302,0,GA,102446
0500000US54061,54,61,Monongalia County,2243,11,WV,102274
0500000US19193,19,193,Woodbury County,2685,1,IA,102130
0500000US24015,24,15,Cecil County,1777,2,MD,101913
0500000US53015,53,15,Cowlitz County,2154,0,WA,101860
0500000US47011,47,11,Bradley County,1874,1,TN,101848
0500000US29071,29,71,Franklin County,2596,0,MO,101816
0500000US55039,55,39,Fond du Lac County,2359,1,WI,101798
0500000US42001,42,1,Adams County,1897,0,PA,101546
0500000US05031,5,31,Craighead County,2471,1,AR,101488
0500000US55035,55,35,Eau Claire County,2661,5,WI,101438
0500000US51085,51,85,Hanover County,3071,4,VA,101330
0500000US13015,13,15,Bartow County,1849,0,GA,101273
0500000US24045,24,45,Wicomico County,2527,1,MD,100896
0500000US41071,41,71,Yamhill County,2311,1,OR,100725
0500000US29037,29,37,Cass County,1811,0,MO,100641
0500000US02090,2,90,Fairbanks North Star Borough,2468,3,AK,100436
0500000US28089,28,89,Madison County,2891,14,MS,100412
0500000US12035,12,35,Flagler County,1860,3,FL,99956
0500000US39007,39,7,Ashtabula County,1937,1,OH,99811
0500000US36079,36,79,Putnam County,2822,3,NY,99645
0500000US26091,26,91,Lenawee County,1807,2,MI,99188
0500000US47113,47,113,Madison County,2529,0,TN,98733
0500000US36101,36,101,Steuben County,1806,1,NY,98650
0500000US51770,51,770,Roanoke city,3171,0,VA,98465
0500000US21059,21,59,Daviess County,2263,4,KY,98218
0500000US06057,6,57,Nevada County,2961,6,CA,98200
0500000US12055,12,55,Highlands County,1860,2,FL,97616
0500000US05051,5,51,Garland County,2691,1,AR,97173
0500000US22057,22,57,Lafourche Parish,1836,0,LA,97141
0500000US54011,54,11,Cabell County,2473,0,WV,97133
0500000US37045,37,45,Cleveland County,1921,0,NC,97047
0500000US51121,51,121,Montgomery County,1928,36,VA,96207
0500000US51740,51,740,Portsmouth city,1692,1,VA,96205
0500000US34009,34,9,Cape May County,3805,0,NJ,95897
0500000US13115,13,115,Floyd County,1945,1,GA,95821
0500000US56021,56,21,Laramie County,2905,9,WY,95809
0500000US19061,19,61,Dubuque County,2762,2,IA,95697
0500000US27019,27,19,Carver County,2435,25,MN,95562
0500000US06101,6,101,Sutter County,1695,4,CA,95350
0500000US02170,2,170,Matanuska-Susitna Borough,2069,1,AK,95192
0500000US37127,37,127,Nash County,2049,0,NC,95093
0500000US01095,1,95,Marshall County,1787,0,AL,94760
0500000US30031,30,31,Gallatin County,4960,33,MT,94720
0500000US42097,42,97,Northumberland County,1654,1,PA,94076
0500000US39055,39,55,Geauga County,2752,2,OH,93972
0500000US47155,47,155,Sevier County,2543,0,TN,93570
0500000US51161,51,161,Roanoke County,2010,27,VA,93524
0500000US48037,48,37,Bowie County,2188,1,TX,93487
0500000US29165,29,165,Platte County,2238,0,MO,93310
0500000US30029,30,29,Flathead County,3870,7,MT,93068
0500000US13095,13,95,Dougherty County,2330,1,GA,92969
0500000US01077,1,77,Lauderdale County,1964,1,AL,92797
0500000US19155,19,155,Pottawattamie County,1978,1,IA,92728
0500000US39157,39,157,Tuscarawas County,2142,5,OH,92672
0500000US36117,36,117,Wayne County,1713,0,NY,92473
0500000US19169,19,169,Story County,2004,17,IA,92406
0500000US37157,37,157,Rockingham County,1664,0,NC,91878
0500000US53025,53,25,Grant County,1741,0,WA,91878
0500000US37125,37,125,Moore County,2197,4,NC,91587
0500000US21037,21,37,Campbell County,1636,14,KY,90988
0500000US45075,45,75,Orangeburg County,1647,0,SC,90942
0500000US24009,24,9,Calvert County,1686,0,MD,90484
0500000US27141,27,141,Sherburne County,1903,11,MN,90158
0500000US48469,48,469,Victoria County,2369,0,TX,90028
0500000US26055,26,55,Grand Traverse County,3302,1,MI,89987
0500000US37023,37,23,Burke County,1443,4,NC,89842
0500000US29021,29,21,Buchanan County,2299,0,MO,89631
0500000US33009,33,9,Grafton County,2862,24,NH,89629
0500000US42073,42,73,Lawrence County,1973,2,PA,89333
0500000US40131,40,131,Rogers County,1698,3,OK,89044
0500000US01083,1,83,Limestone County,1304,0,AL,88845
0500000US36015,36,15,Chemung County,1810,0,NY,88506
0500000US38015,38,15,Burleigh County,2946,2,ND,88457
0500000US26087,26,87,Lapeer County,1573,0,MI,88389
0500000US55027,55,27,Dodge County,1732,3,WI,88344
0500000US42063,42,63,Indiana County,1901,1,PA,87745
0500000US48005,48,5,Angelina County,1863,0,TX,87441
0500000US42039,42,39,Crawford County,2029,0,PA,87376
0500000US06045,6,45,Mendocino County,2465,2,CA,87192
0500000US55089,55,89,Ozaukee County,2727,12,WI,87054
0500000US48231,48,231,Hunt County,1364,1,TX,87048
0500000US13247,13,247,Rockdale County,1924,0,GA,86919
0500000US53021,53,21,Franklin County,1404,1,WA,86638
0500000US41003,41,3,Benton County,2077,13,OR,86591
0500000US54107,54,107,Wood County,2049,3,WV,86569
0500000US01115,1,115,St. Clair County,1266,2,AL,86308
0500000US55109,55,109,St. Croix County,2131,5,WI,85930
0500000US13297,13,297,Walton County,1518,0,GA,85754
0500000US51800,51,800,Suffolk city,1490,0,VA,85728
0500000US21151,21,151,Madison County,1651,0,KY,85590
0500000US28081,28,81,Lee County,2412,1,MS,85340
0500000US48397,48,397,Rockwall County,1884,2,TX,85245
0500000US39119,39,119,Muskingum County,1733,2,OH,85231
0500000US55055,55,55,Jefferson County,1902,4,WI,84509
0500000US26111,26,111,Midland County,1739,3,MI,83919
0500000US47119,47,119,Maury County,1661,0,TN,83761
0500000US22097,22,97,St. Landry Parish,1597,0,LA,83454
0500000US41033,41,33,Josephine County,1897,1,OR,83306
0500000US16005,16,5,Bannock County,1951,1,ID,83249
0500000US48361,48,361,Orange County,1358,0,TX,82957
0500000US18067,18,67,Howard County,1745,3,IN,82760
0500000US44005,44,5,Newport County,2708,6,RI,82397
0500000US30013,30,13,Cascade County,2427,0,MT,82384
0500000US37027,37,27,Caldwell County,1335,0,NC,81990
0500000US37195,37,195,Wilson County,1729,0,NC,81667
0500000US36019,36,19,Clinton County,1865,3,NY,81591
0500000US13127,13,127,Glynn County,2424,3,GA,81508
0500000US51069,51,69,Frederick County,1441,2,VA,81319
0500000US42033,42,33,Clearfield County,2001,0,PA,81174
0500000US01121,1,121,Talladega County,1225,1,AL,81096
0500000US56025,56,25,Natrona County,2942,6,WY,80973
0500000US01051,1,51,Elmore County,1134,1,AL,80902
0500000US29043,29,43,Christian County,1650,2,MO,80899
0500000US01043,1,43,Cullman County,1710,0,AL,80811
0500000US55071,55,71,Manitowoc County,1752,1,WI,80654
0500000US45057,45,57,Lancaster County,1227,4,SC,80458
0500000US17183,17,183,Vermilion County,1456,3,IL,80329
0500000US28075,28,75,Lauderdale County,1941,0,MS,80254
0500000US16083,16,83,Twin Falls County,2451,0,ID,79957
0500000US37109,37,109,Lincoln County,1511,1,NC,79740
0500000US18005,18,5,Bartholomew County,1814,0,IN,79587
0500000US36011,36,11,Cayuga County,1650,2,NY,79477
0500000US40119,40,119,Payne County,1760,4,OK,79066
0500000US36009,36,9,Cattaraugus County,1622,4,NY,78892
0500000US54081,54,81,Raleigh County,1821,0,WV,78833
0500000US53029,53,29,Island County,1686,0,WA,78801
0500000US48213,48,213,Henderson County,1274,1,TX,78675
0500000US05145,5,145,White County,1513,0,AR,78483
0500000US20103,20,103,Leavenworth County,1207,0,KS,78185
0500000US39145,39,145,Scioto County,1278,3,OH,78153
0500000US51680,51,680,Lynchburg city,2185,4,VA,78014
0500000US18085,18,85,Kosciusko County,1904,4,IN,77963
0500000US39141,39,141,Ross County,1214,0,OH,77910
0500000US51165,51,165,Rockingham County,1416,0,VA,77741
0500000US29031,29,31,Cape Girardeau County,2369,1,MO,77320
0500000US28035,28,35,Forrest County,1848,5,MS,77059
0500000US48291,48,291,Liberty County,1030,0,TX,76907
0500000US21029,21,29,Bullitt County,1040,0,KY,76854
0500000US41053,41,53,Polk County,1335,0,OR,76794
0500000US26037,26,37,Clinton County,1305,0,MI,76739
0500000US41059,41,59,Umatilla County,1529,0,OR,76720
0500000US29051,29,51,Cole County,2263,0,MO,76699
0500000US36105,36,105,Sullivan County,1936,2,NY,76665
0500000US33005,33,5,Cheshire County,1902,2,NH,76610
0500000US42111,42,111,Somerset County,1701,1,PA,76520
0500000US12087,12,87,Monroe County,3613,1,FL,76351
0500000US35061,35,61,Valencia County,892,0,NM,76284
0500000US18043,18,43,Floyd County,1773,8,IN,76244
0500000US48099,48,99,Coryell County,707,1,TX,76192
0500000US39043,39,43,Erie County,1854,0,OH,76048
0500000US48021,48,21,Bastrop County,1134,1,TX,75825
0500000US39063,39,63,Hancock County,1697,3,OH,75773
0500000US12089,12,89,Nassau County,1646,5,FL,75710
0500000US40145,40,145,Wagoner County,918,0,OK,75700
0500000US47001,47,1,Anderson County,1517,7,TN,75542
0500000US26159,26,159,Van Buren County,1268,0,MI,75455
0500000US20161,20,161,Riley County,1567,1,KS,75394
0500000US53041,53,41,Lewis County,1808,0,WA,75081
0500000US45073,45,73,Oconee County,1444,0,SC,75045
0500000US19049,19,49,Dallas County,1711,0,IA,74641
0500000US21047,21,47,Christian County,1312,0,KY,74167
0500000US53007,53,7,Chelan County,2429,2,WA,73967
0500000US55141,55,141,Wood County,1755,2,WI,73959
0500000US51015,51,15,Augusta County,1405,0,VA,73912
0500000US22045,22,45,Iberia Parish,1707,0,LA,73878
0500000US47141,47,141,Putnam County,1731,1,TN,73525
0500000US24001,24,1,Allegany County,1609,2,MD,73521
0500000US06115,6,115,Yuba County,819,0,CA,73340
0500000US35031,35,31,McKinley County,973,0,NM,73308
0500000US05069,5,69,Jefferson County,1367,4,AR,73191
0500000US37171,37,171,Surry County,1678,0,NC,73050
0500000US12107,12,107,Putnam County,1230,0,FL,72577
0500000US36053,36,53,Madison County,1414,5,NY,72382
0500000US53009,53,9,Clallam County,2056,2,WA,72312
0500000US04001,4,1,Apache County,462,0,AZ,71934
0500000US18059,18,59,Hancock County,1328,1,IN,71575
0500000US13013,13,13,Barrow County,1070,0,GA,71453
0500000US25011,25,11,Franklin County,1582,1,MA,71221
0500000US13031,13,31,Bulloch County,1370,0,GA,71214
0500000US40125,40,125,Pottawatomie County,1310,1,OK,71158
0500000US53027,53,27,Grays Harbor County,1661,0,WA,71078
0500000US01049,1,49,DeKalb County,1079,0,AL,71013
0500000US05085,5,85,Lonoke County,1000,2,AR,70753
0500000US51095,51,95,James City County,1646,0,VA,70516
0500000US40037,40,37,Creek County,1381,0,OK,70470
0500000US26073,26,73,Isabella County,1396,2,MI,70436
0500000US55097,55,97,Portage County,1611,0,WI,70380
0500000US40101,40,101,Muskogee County,1433,0,OK,70303
0500000US23003,23,3,Aroostook County,1998,3,ME,70055
0500000US51019,51,19,Bedford County,1352,1,VA,69825
0500000US18109,18,109,Morgan County,1161,0,IN,69782
0500000US45047,45,47,Greenwood County,1344,2,SC,69723
0500000US39013,39,13,Belmont County,1487,0,OH,69571
0500000US15007,15,7,Kauai County,1981,2,HI,69512
0500000US38035,38,35,Grand Forks County,1898,5,ND,69179
0500000US18053,18,53,Grant County,1319,3,IN,69126
0500000US13285,13,285,Troup County,1400,1,GA,69053
0500000US37193,37,193,Wilkes County,1216,0,NC,69023
0500000US54033,54,33,Harrison County,1831,0,WV,68972
0500000US28067,28,67,Jones County,1324,1,MS,68961
0500000US26155,26,155,Shiawassee County,1134,0,MI,68900
0500000US48471,48,471,Walker County,945,1,TX,68817
0500000US37031,37,31,Carteret County,1914,1,NC,68434
0500000US47059,47,59,Greene County,1090,0,TN,68267
0500000US13295,13,295,Walker County,704,0,GA,68198
0500000US42005,42,5,Armstrong County,1338,2,PA,68107
0500000US35025,35,25,Lea County,1708,1,NM,68062
0500000US38101,38,101,Ward County,2053,0,ND,67990
0500000US39081,39,81,Jefferson County,1277,8,OH,67964
0500000US45031,45,31,Darlington County,1097,0,SC,67935
0500000US18177,18,177,Wayne County,1525,1,IN,67893
0500000US26103,26,103,Marquette County,1637,1,MI,67700
0500000US12023,12,23,Columbia County,1318,2,FL,67543
0500000US47147,47,147,Robertson County,1056,0,TN,67383
0500000US51061,51,61,Fauquier County,1808,3,VA,67207
0500000US17001,17,1,Adams County,1827,1,IL,67130
0500000US37161,37,161,Rutherford County,1252,0,NC,66956
0500000US17199,17,199,Williamson County,1592,0,IL,66924
0500000US48203,48,203,Harrison County,1318,0,TX,66886
0500000US37037,37,37,Chatham County,1304,10,NC,66817
0500000US42037,42,37,Columbia County,1368,2,PA,66797
0500000US51199,51,199,York County,1406,0,VA,66269
0500000US45059,45,59,Laurens County,931,1,SC,66229
0500000US29187,29,187,St. Francois County,1473,0,MO,66215
0500000US48409,48,409,San Patricio County,1042,0,TX,66137
0500000US01127,1,127,Walker County,1248,0,AL,65998
0500000US41035,41,35,Klamath County,1527,1,OR,65910
0500000US39101,39,101,Marion County,1127,1,OH,65905
0500000US35005,35,5,Chaves County,1441,1,NM,65823
0500000US20015,20,15,Butler County,1303,0,KS,65803
0500000US35035,35,35,Otero County,958,0,NM,65616
0500000US27013,27,13,Blue Earth County,1926,0,MN,65528
0500000US21145,21,145,McCracken County,2090,2,KY,65373
0500000US30049,30,49,Lewis and Clark County,2206,0,MT,65338
0500000US36113,36,113,Warren County,2336,1,NY,65337
0500000US48347,48,347,Nacogdoches County,1298,0,TX,65330
0500000US13047,13,47,Catoosa County,891,0,GA,65311
0500000US34033,34,33,Salem County,1164,1,NJ,65166
0500000US27131,27,131,Rice County,1477,4,MN,65049
0500000US42025,42,25,Carbon County,1132,0,PA,64786
0500000US36051,36,51,Livingston County,1253,0,NY,64705
0500000US39009,39,9,Athens County,1044,8,OH,64681
0500000US20155,20,155,Reno County,1627,1,KS,64190
0500000US36043,36,43,Herkimer County,1124,0,NY,64181
0500000US37163,37,163,Sampson County,994,1,NC,64150
0500000US13179,13,179,Liberty County,810,0,GA,64135
0500000US26067,26,67,Ionia County,882,0,MI,64073
0500000US21199,21,199,Pulaski County,1449,0,KY,63907
0500000US06033,6,33,Lake County,1032,2,CA,63860
0500000US13255,13,255,Spalding County,1114,1,GA,63829
0500000US21195,21,195,Pike County,1351,1,KY,63380
0500000US27035,27,35,Crow Wing County,2072,6,MN,63208
0500000US55111,55,111,Sauk County,1776,0,WI,63162
0500000US55017,55,17,Chippewa County,1550,0,WI,63132
0500000US26117,26,117,Montcalm County,1002,1,MI,63105
0500000US36115,36,115,Washington County,1063,0,NY,63093
0500000US47063,47,63,Hamblen County,1285,0,TN,63074
0500000US06103,6,103,Tehama County,955,0,CA,63057
0500000US05115,5,115,Pope County,1531,1,AR,62547
0500000US45055,45,55,Kershaw County,1078,0,SC,62516
0500000US51143,51,143,Pittsylvania County,816,2,VA,62426
0500000US21185,21,185,Oldham County,1223,9,KY,62364
0500000US42015,42,15,Bradford County,1390,1,PA,62316
0500000US41011,41,11,Coos County,1567,0,OR,62282
0500000US40047,40,47,Garfield County,1708,0,OK,62267
0500000US37069,37,69,Franklin County,925,0,NC,62260
0500000US36021,36,21,Columbia County,1706,1,NY,62243
0500000US22001,22,1,Acadia Parish,1130,2,LA,62204
0500000US54055,54,55,Mercer County,1301,0,WV,61984
0500000US48427,48,427,Starr County,553,0,TX,61963
0500000US39087,39,87,Lawrence County,808,0,OH,61917
0500000US36077,36,77,Otsego County,1435,5,NY,61683
0500000US05033,5,33,Crawford County,1056,2,AR,61640
0500000US47167,47,167,Tipton County,693,0,TN,61586
0500000US39167,39,167,Washington County,1412,3,OH,61310
0500000US18173,18,173,Warrick County,1106,1,IN,61049
0500000US13157,13,157,Jackson County,1161,1,GA,61044
0500000US26149,26,149,St. Joseph County,1152,1,MI,60964
0500000US48497,48,497,Wise County,1266,0,TX,60939
0500000US39083,39,83,Knox County,1057,0,OH,60810
0500000US49045,49,45,Tooele County,756,1,UT,60762
0500000US31079,31,79,Hall County,1809,0,NE,60720
0500000US27027,27,27,Clay County,1246,0,MN,60661
0500000US37167,37,167,Stanly County,1298,1,NC,60635
0500000US50021,50,21,Rutland County,2163,2,VT,60622
0500000US53045,53,45,Mason County,986,0,WA,60497
0500000US18011,18,11,Boone County,1409,4,IN,60477
0500000US45043,45,43,Georgetown County,1760,1,SC,60440
0500000US37105,37,105,Lee County,1266,0,NC,60266
0500000US33001,33,1,Belknap County,1762,1,NH,60179
0500000US39143,39,143,Sandusky County,1303,3,OH,60098
0500000US37061,37,61,Duplin County,834,0,NC,60084
0500000US28087,28,87,Lowndes County,1493,0,MS,59922
0500000US17077,17,77,Jackson County,1308,1,IL,59814
0500000US12131,12,131,Walton County,1871,14,FL,59807
0500000US01113,1,113,Russell County,781,1,AL,59585
0500000US21125,21,125,Laurel County,1139,4,KY,59563
0500000US53071,53,71,Walla Walla County,1341,1,WA,59530
0500000US08014,8,14,Broomfield County,1800,73,CO,59471
0500000US36037,36,37,Genesee County,1343,6,NY,59454
0500000US50023,50,23,Washington County,2212,6,VT,59319
0500000US22113,22,113,Vermilion Parish,1045,0,LA,59253
0500000US37087,37,87,Haywood County,1374,1,NC,59183
0500000US26015,26,15,Barry County,867,1,MI,59097
0500000US37107,37,107,Lenoir County,1254,0,NC,58914
0500000US39077,39,77,Huron County,1132,0,OH,58889
0500000US29145,29,145,Newton County,1294,0,MO,58845
0500000US28073,28,73,Lamar County,1282,0,MS,58801
0500000US37077,37,77,Granville County,832,2,NC,58275
0500000US48001,48,1,Anderson County,914,1,TX,57938
0500000US01009,1,9,Blount County,659,0,AL,57872
0500000US06069,6,69,San Benito County,926,0,CA,57600
0500000US27111,27,111,Otter Tail County,1686,0,MN,57581
0500000US17195,17,195,Whiteside County,1241,0,IL,57557
0500000US47035,47,35,Cumberland County,1082,0,TN,57466
0500000US47019,47,19,Carter County,685,0,TN,57338
0500000US08045,8,45,Garfield County,2408,1,CO,57302
0500000US23017,23,17,Oxford County,1284,2,ME,57277
0500000US37047,37,47,Columbus County,1009,0,NC,57246
0500000US02122,2,122,Kenai Peninsula Borough,2057,0,AK,57147
0500000US54049,54,49,Marion County,1219,2,WV,56868
0500000US47073,47,73,Hawkins County,589,0,TN,56800
0500000US55021,55,21,Columbia County,1376,0,WI,56653
0500000US54079,54,79,Putnam County,1217,0,WV,56650
0500000US42103,42,103,Pike County,887,1,PA,56591
0500000US51067,51,67,Franklin County,1159,0,VA,56335
0500000US39129,39,129,Pickaway County,783,3,OH,56304
0500000US50027,50,27,Windsor County,2041,12,VT,56067
0500000US48323,48,323,Maverick County,769,0,TX,55932
0500000US39147,39,147,Seneca County,1138,0,OH,55914
0500000US45021,45,21,Cherokee County,972,0,SC,55885
0500000US13129,13,129,Gordon County,981,0,GA,55757
0500000US20169,20,169,Saline County,1561,2,KS,55740
0500000US37065,37,65,Edgecombe County,746,5,NC,55574
0500000US35015,35,15,Eddy County,1333,0,NM,55471
0500000US48199,48,199,Hardin County,805,1,TX,55417
0500000US37141,37,141,Pender County,950,0,NC,55334
0500000US01001,1,1,Autauga County,816,0,AL,55246
0500000US51031,51,31,Campbell County,1154,0,VA,55235
0500000US54037,54,37,Jefferson County,824,2,WV,55073
0500000US28109,28,109,Pearl River County,808,1,MS,55072
0500000US51191,51,191,Washington County,1170,2,VA,54907
0500000US23009,23,9,Hancock County,2189,10,ME,54845
0500000US36035,36,35,Fulton County,1180,0,NY,54586
0500000US29101,29,101,Johnson County,915,0,MO,54572
0500000US01033,1,33,Colbert County,1222,3,AL,54520
0500000US13103,13,103,Effingham County,672,0,GA,54456
0500000US26157,26,157,Tuscola County,854,0,MI,54263
0500000US32510,32,510,Carson City,1934,10,NV,54080
0500000US17007,17,7,Boone County,844,0,IL,53957
0500000US42121,42,121,Venango County,1203,0,PA,53907
0500000US06109,6,109,Tuolumne County,1287,10,CA,53874
0500000US29113,29,113,Lincoln County,896,1,MO,53860
0500000US27025,27,25,Chisago County,1200,0,MN,53761
0500000US29169,29,169,Pulaski County,709,0,MO,53748
0500000US17029,17,29,Coles County,1184,1,IL,53697
0500000US40051,40,51,Grady County,1101,0,OK,53685
0500000US48401,48,401,Rusk County,834,0,TX,53622
0500000US29213,29,213,Taney County,1752,3,MO,53575
0500000US22101,22,101,St. Mary Parish,1311,0,LA,53543
0500000US37083,37,83,Halifax County,991,0,NC,53453
0500000US47031,47,31,Coffee County,1206,21,TN,53357
0500000US39159,39,159,Union County,996,53,OH,53306
0500000US08067,8,67,La Plata County,2293,7,CO,53284
0500000US04007,4,7,Gila County,1012,4,AZ,53053
0500000US47145,47,145,Roane County,717,0,TN,53047
0500000US39005,39,5,Ashland County,1024,0,OH,53043
0500000US01071,1,71,Jackson County,853,0,AL,52951
0500000US22099,22,99,St. Martin Parish,954,2,LA,52936
0500000US48221,48,221,Hood County,1211,0,TX,52905
0500000US51089,51,89,Henry County,832,0,VA,52617
0500000US22089,22,89,St. Charles Parish,938,0,LA,52617
0500000US22115,22,115,Vernon Parish,726,0,LA,52606
0500000US48467,48,467,Van Zandt County,836,0,TX,52481
0500000US08037,8,37,Eagle County,3214,5,CO,52460
0500000US17141,17,141,Ogle County,1053,0,IL,52385
0500000US32007,32,7,Elko County,1092,1,NV,52384
0500000US39037,39,37,Darke County,1161,1,OH,52376
0500000US37189,37,189,Watauga County,1560,8,NC,52372
0500000US47107,47,107,McMinn County,882,0,TN,52341
0500000US55135,55,135,Waupaca County,1206,0,WI,52285
0500000US47089,47,89,Jefferson County,649,0,TN,52123
0500000US17095,17,95,Knox County,1076,1,IL,52078
0500000US26027,26,27,Cass County,737,0,MI,51910
0500000US23025,23,25,Somerset County,1170,7,ME,51706
0500000US36033,36,33,Franklin County,989,0,NY,51688
0500000US24047,24,47,Worcester County,2108,0,MD,51620
0500000US40147,40,147,Washington County,1188,0,OK,51577
0500000US32019,32,19,Lyon County,768,1,NV,51557
0500000US42127,42,127,Wayne County,1310,0,PA,51548
0500000US13039,13,39,Camden County,791,2,GA,51476
0500000US51660,51,660,Harrisonburg city,1556,5,VA,51395
0500000US37093,37,93,Hoke County,396,0,NC,51322
0500000US28071,28,71,Lafayette County,1065,2,MS,51318
0500000US27169,27,169,Winona County,1184,4,MN,51232
0500000US55043,55,43,Grant County,1218,0,WI,51069
0500000US01031,1,31,Coffee County,951,2,AL,50938
0500000US48073,48,73,Cherokee County,776,0,TX,50878
0500000US49003,49,3,Box Elder County,978,2,UT,50794
0500000US35009,35,9,Curry County,1047,0,NM,50598
0500000US47105,47,105,Loudon County,906,0,TN,50448
0500000US47043,47,43,Dickson County,895,1,TN,50266
0500000US36107,36,107,Tioga County,819,2,NY,50243
0500000US17063,17,63,Grundy County,1071,1,IL,50228
0500000US21113,21,113,Jessamine County,1043,1,KY,50173
0500000US48265,48,265,Kerr County,1380,1,TX,49953
