county_name,cbp_small_biz_count,crunchbase_count,state_abbv,state_name
Marion County,505,0,SC,South Carolina
Lumpkin County,506,0,GA,Georgia
Monroe County,506,1,GA,Georgia
O'Brien County,506,0,IA,Iowa
Neshoba County,506,1,MS,Mississippi
Bladen County,506,0,NC,North Carolina
Aransas County,507,2,TX,Texas
Marshall County,507,0,WV,West Virginia
Franklin County,508,0,AL,Alabama
Redwood County,508,0,MN,Minnesota
Henry County,511,1,IA,Iowa
Saline County,511,0,MO,Missouri
Clare County,512,2,MI,Michigan
Williamsburg city,512,7,VA,Virginia
Carbon County,513,0,UT,Utah
Jackson County,513,0,WV,West Virginia
Chambers County,514,0,AL,Alabama
Crisp County,514,0,GA,Georgia
Bell County,514,0,KY,Kentucky
Evangeline Parish,514,0,LA,Louisiana
Ashe County,514,1,NC,North Carolina
York County,515,0,NE,Nebraska
Sevier County,515,0,UT,Utah
Smyth County,515,1,VA,Virginia
Hockley County,517,0,TX,Texas
Ashland County,519,0,WI,Wisconsin
Washburn County,519,2,WI,Wisconsin
Gilmer County,521,0,GA,Georgia
Greenup County,521,0,KY,Kentucky
Baker County,521,0,OR,Oregon
Shelby County,522,0,TX,Texas
Jerome County,524,0,ID,Idaho
Saunders County,524,0,NE,Nebraska
Arkansas County,525,0,AR,Arkansas
Inyo County,525,0,CA,California
Iberville Parish,526,0,LA,Louisiana
Chester County,527,0,SC,South Carolina
Ouachita County,528,0,AR,Arkansas
Woodford County,528,0,KY,Kentucky
Crawford County,528,2,MO,Missouri
Lewis County,528,0,NY,New York
Wayne County,528,4,WV,West Virginia
Klickitat County,529,4,WA,Washington
Union County,530,0,GA,Georgia
Montgomery County,530,0,KY,Kentucky
Carbon County,530,1,WY,Wyoming
Richland County,532,2,ND,North Dakota
Jackson County,532,0,OK,Oklahoma
Cass County,534,0,NE,Nebraska
Preston County,534,0,WV,West Virginia
Hill County,535,0,MT,Montana
Cheatham County,536,0,TN,Tennessee
Wayne County,537,0,GA,Georgia
Clayton County,537,1,IA,Iowa
Louisa County,537,0,VA,Virginia
Upshur County,538,0,WV,West Virginia
Prince Edward County,540,0,VA,Virginia
Chambers County,541,0,TX,Texas
Brown County,542,0,OH,Ohio
Stephens County,543,0,GA,Georgia
West Baton Rouge Parish,543,2,LA,Louisiana
Grenada County,543,0,MS,Mississippi
Van Wert County,543,0,OH,Ohio
Giles County,543,0,TN,Tennessee
Hendry County,545,0,FL,Florida
Jackson County,545,0,IA,Iowa
Marion County,546,0,AL,Alabama
Poweshiek County,547,0,IA,Iowa
Antrim County,547,0,MI,Michigan
Caldwell County,549,1,TX,Texas
Yates County,550,0,NY,New York
Juneau County,550,0,WI,Wisconsin
Colorado County,551,0,TX,Texas
Fayette County,552,1,IA,Iowa
Fannin County,553,0,GA,Georgia
Boone County,553,1,IA,Iowa
Roscommon County,553,0,MI,Michigan
Audrain County,553,3,MO,Missouri
Starr County,553,0,TX,Texas
Langlade County,553,1,WI,Wisconsin
Iowa County,553,0,WI,Wisconsin
Buena Vista County,554,0,IA,Iowa
Seward County,554,0,KS,Kansas
Rio Arriba County,554,0,NM,New Mexico
Gallia County,554,0,OH,Ohio
Coahoma County,555,0,MS,Mississippi
Randolph County,555,0,MO,Missouri
Alexander County,557,0,NC,North Carolina
Beadle County,557,0,SD,South Dakota
Manistee County,559,0,MI,Michigan
Todd County,559,0,MN,Minnesota
Vernon County,559,0,MO,Missouri
Washington County,559,0,NE,Nebraska
Schoharie County,559,0,NY,New York
Mono County,560,1,CA,California
Miami County,560,0,IN,Indiana
Pottawatomie County,560,0,KS,Kansas
Muhlenberg County,560,0,KY,Kentucky
Jasper County,560,0,SC,South Carolina
Elbert County,564,0,CO,Colorado
Hardin County,565,0,IA,Iowa
Henry County,565,1,OH,Ohio
Nicholas County,565,0,WV,West Virginia
Benton County,566,0,IA,Iowa
Ogemaw County,566,0,MI,Michigan
Valley County,567,1,ID,Idaho
Lincoln County,567,0,TN,Tennessee
Kleberg County,567,0,TX,Texas
Kossuth County,571,0,IA,Iowa
Franklin County,571,1,KS,Kansas
Sequoyah County,571,0,OK,Oklahoma
Lincoln County,571,1,OK,Oklahoma
McCurtain County,572,0,OK,Oklahoma
Wabasha County,573,0,MN,Minnesota
Meeker County,573,2,MN,Minnesota
Henry County,573,0,MO,Missouri
Richland County,573,0,MT,Montana
Clinton County,574,0,IN,Indiana
Geary County,574,1,KS,Kansas
Mahaska County,575,0,IA,Iowa
Weakley County,575,0,TN,Tennessee
Martinsville city,575,0,VA,Virginia
Cleburne County,577,0,AR,Arkansas
Logan County,577,0,CO,Colorado
Decatur County,577,0,GA,Georgia
Polk County,577,1,MO,Missouri
Campbell County,577,0,TN,Tennessee
Hancock County,577,0,WV,West Virginia
Greene County,579,0,IN,Indiana
Fayette County,580,0,OH,Ohio
Osage County,580,0,OK,Oklahoma
Polk County,581,0,GA,Georgia
Jackson County,581,0,OH,Ohio
Saline County,582,0,IL,Illinois
Ketchikan Gateway Borough,583,0,AK,Alaska
Caroline County,583,0,MD,Maryland
Yadkin County,583,1,NC,North Carolina
White County,584,3,GA,Georgia
Clarke County,585,0,AL,Alabama
Cherokee County,585,0,NC,North Carolina
Douglas County,586,0,IL,Illinois
Dawson County,587,0,GA,Georgia
Amherst County,587,0,VA,Virginia
Marion County,588,0,MS,Mississippi
Warren County,588,0,MO,Missouri
Fayette County,588,1,TN,Tennessee
Hawkins County,589,0,TN,Tennessee
Young County,589,0,TX,Texas
Ottawa County,590,0,OK,Oklahoma
Champaign County,592,0,OH,Ohio
Plumas County,593,4,CA,California
Uinta County,594,0,WY,Wyoming
Pacific County,595,0,WA,Washington
Columbia County,596,0,AR,Arkansas
Lincoln County,596,0,MT,Montana
Bryan County,597,0,GA,Georgia
Hubbard County,597,0,MN,Minnesota
Logan County,600,0,IL,Illinois
Currituck County,600,0,NC,North Carolina
White County,601,0,IN,Indiana
Wilson County,601,0,TX,Texas
Beauregard Parish,602,0,LA,Louisiana
Austin County,602,0,TX,Texas
Bremer County,604,0,IA,Iowa
Fillmore County,604,0,MN,Minnesota
Pulaski County,605,0,VA,Virginia
Clay County,607,0,IA,Iowa
Pine County,607,0,MN,Minnesota
Stokes County,607,1,NC,North Carolina
Vernon County,609,1,WI,Wisconsin
Waynesboro city,610,2,VA,Virginia
Iosco County,612,0,MI,Michigan
Martin County,612,0,MN,Minnesota
San Miguel County,613,4,CO,Colorado
Nobles County,615,0,MN,Minnesota
Grant County,617,1,NM,New Mexico
Scotland County,617,0,NC,North Carolina
Wells County,618,0,IN,Indiana
Winneshiek County,618,0,IA,Iowa
Taylor County,618,1,KY,Kentucky
Jasper County,620,0,TX,Texas
Bristol city,620,0,VA,Virginia
Decatur County,621,0,IN,Indiana
Uvalde County,622,0,TX,Texas
Pike County,625,1,AL,Alabama
Gray County,625,1,TX,Texas
Lincoln County,625,0,WY,Wyoming
Hill County,626,0,TX,Texas
Palo Pinto County,627,1,TX,Texas
Sumter County,628,0,GA,Georgia
Webster County,628,0,MO,Missouri
Goochland County,628,0,VA,Virginia
Panola County,629,0,MS,Mississippi
Titus County,629,0,TX,Texas
Whitley County,630,0,KY,Kentucky
Nicollet County,630,0,MN,Minnesota
Kent County,635,0,MD,Maryland
Adair County,637,0,MO,Missouri
Coshocton County,637,0,OH,Ohio
Isle of Wight County,637,0,VA,Virginia
Gadsden County,639,0,FL,Florida
Ripley County,639,0,IN,Indiana
Obion County,641,0,TN,Tennessee
Pickens County,643,2,GA,Georgia
Cassia County,643,0,ID,Idaho
Washington Parish,643,0,LA,Louisiana
Monroe County,643,0,MS,Mississippi
Nye County,643,0,NV,Nevada
Preble County,644,0,OH,Ohio
Wyoming County,644,0,PA,Pennsylvania
Orleans County,645,5,NY,New York
Marshall County,646,0,KY,Kentucky
Trempealeau County,646,0,WI,Wisconsin
Harrison County,649,0,IN,Indiana
Jefferson County,649,0,TN,Tennessee
Powhatan County,650,0,VA,Virginia
Hughes County,654,0,SD,South Dakota
Perry County,655,0,KY,Kentucky
Miller County,656,0,MO,Missouri
Logan County,656,0,WV,West Virginia
Orange County,657,8,VA,Virginia
Jefferson Davis Parish,658,1,LA,Louisiana
Blount County,659,0,AL,Alabama
Franklin County,659,0,TN,Tennessee
Curry County,660,0,OR,Oregon
Colonial Heights city,660,1,VA,Virginia
Sawyer County,660,0,WI,Wisconsin
Fulton County,661,0,IL,Illinois
Stutsman County,663,0,ND,North Dakota
Lincoln County,663,0,WI,Wisconsin
Morgan County,666,0,CO,Colorado
Mille Lacs County,666,1,MN,Minnesota
Jefferson County,669,3,IA,Iowa
Person County,669,0,NC,North Carolina
Suwannee County,670,0,FL,Florida
Whitley County,670,7,IN,Indiana
Teller County,672,0,CO,Colorado
Effingham County,672,0,GA,Georgia
Toombs County,672,0,GA,Georgia
Gage County,672,5,NE,Nebraska
Madison County,672,0,OH,Ohio
St. Bernard Parish,673,0,LA,Louisiana
Jefferson County,674,0,IN,Indiana
Highland County,674,0,OH,Ohio
Randolph County,675,0,IL,Illinois
Douglas County,675,0,WA,Washington
McDonough County,678,1,IL,Illinois
Stone County,679,2,MO,Missouri
Okmulgee County,679,1,OK,Oklahoma
Putnam County,680,0,IN,Indiana
Hancock County,683,0,MS,Mississippi
Randolph County,683,0,WV,West Virginia
Carter County,685,0,TN,Tennessee
Chesterfield County,687,1,SC,South Carolina
Medina County,687,0,TX,Texas
Lafayette County,689,0,MO,Missouri
Wythe County,689,0,VA,Virginia
Le Sueur County,691,0,MN,Minnesota
Plaquemines Parish,692,0,LA,Louisiana
Dawson County,692,0,NE,Nebraska
Carlton County,693,0,MN,Minnesota
Tipton County,693,0,TN,Tennessee
Carroll County,696,0,AR,Arkansas
Howard County,696,0,TX,Texas
Lincoln County,698,1,NM,New Mexico
Henry County,698,0,TN,Tennessee
Waller County,699,1,TX,Texas
Gibson County,700,0,IN,Indiana
Monroe County,701,2,TN,Tennessee
Chilton County,702,0,AL,Alabama
Miller County,702,0,AR,Arkansas
Iroquois County,702,1,IL,Illinois
Plymouth County,702,0,IA,Iowa
Lawrence County,702,0,MO,Missouri
Meade County,702,0,SD,South Dakota
Lawrence County,702,2,TN,Tennessee
Levy County,703,0,FL,Florida
Wasco County,703,1,OR,Oregon
Walker County,704,0,GA,Georgia
Washington County,704,0,IA,Iowa
Tillamook County,704,0,OR,Oregon
Garvin County,705,0,OK,Oklahoma
Miami County,706,0,KS,Kansas
Montgomery County,707,0,IL,Illinois
Coryell County,707,1,TX,Texas
Pulaski County,709,0,MO,Missouri
Newberry County,709,0,SC,South Carolina
Warren County,709,0,TN,Tennessee
Halifax County,709,0,VA,Virginia
Lee County,710,0,IL,Illinois
Stoddard County,710,0,MO,Missouri
Malheur County,710,0,OR,Oregon
Polk County,711,0,TX,Texas
Petersburg city,711,2,VA,Virginia
Adams County,712,0,IN,Indiana
St. John the Baptist Parish,712,0,LA,Louisiana
Atascosa County,712,0,TX,Texas
Hale County,714,0,TX,Texas
Clinton County,715,0,OH,Ohio
Dorchester County,716,4,MD,Maryland
Christian County,717,5,IL,Illinois
Graves County,717,0,KY,Kentucky
Seneca County,717,0,NY,New York
Roane County,717,0,TN,Tennessee
Tallapoosa County,719,0,AL,Alabama
Jo Daviess County,719,0,IL,Illinois
Leflore County,721,1,MS,Mississippi
Escambia County,722,0,AL,Alabama
McDowell County,724,0,NC,North Carolina
Botetourt County,724,0,VA,Virginia
Cherokee County,725,0,OK,Oklahoma
Vernon Parish,726,0,LA,Louisiana
Avoyelles Parish,727,0,LA,Louisiana
Putnam County,728,0,OH,Ohio
Yankton County,728,0,SD,South Dakota
Delaware County,729,0,OK,Oklahoma
Matagorda County,729,0,TX,Texas
Colleton County,730,0,SC,South Carolina
Boyle County,732,0,KY,Kentucky
Davison County,732,0,SD,South Dakota
Bolivar County,734,0,MS,Mississippi
Fayette County,734,0,TX,Texas
Leelanau County,737,0,MI,Michigan
Cass County,737,0,MI,Michigan
Okeechobee County,738,0,FL,Florida
Duchesne County,738,1,UT,Utah
Cass County,740,0,IN,Indiana
Callaway County,740,0,MO,Missouri
Mason County,741,0,MI,Michigan
Clark County,741,0,WI,Wisconsin
Barry County,742,0,MO,Missouri
Gratiot County,743,0,MI,Michigan
Jasper County,744,0,IN,Indiana
Clark County,744,0,KY,Kentucky
Jasper County,745,0,IA,Iowa
Edgecombe County,746,5,NC,North Carolina
Bryan County,748,0,OK,Oklahoma
Mecosta County,750,0,MI,Michigan
Union County,750,0,OR,Oregon
Hopkins County,750,0,TX,Texas
Otsego County,752,0,MI,Michigan
Greene County,752,0,PA,Pennsylvania
Wabash County,754,0,IN,Indiana
Cheboygan County,754,0,MI,Michigan
Dallas County,755,0,AL,Alabama
Madison County,755,2,ID,Idaho
Wapello County,755,0,IA,Iowa
Dunklin County,755,14,MO,Missouri
Tooele County,756,1,UT,Utah
Staunton city,756,0,VA,Virginia
Oconto County,757,3,WI,Wisconsin
Montezuma County,758,1,CO,Colorado
Clinton County,758,1,PA,Pennsylvania
Accomack County,758,0,VA,Virginia
Woodford County,759,1,IL,Illinois
Cowley County,760,0,KS,Kansas
Greene County,762,1,AR,Arkansas
Franklin County,763,0,IL,Illinois
Bedford County,763,0,TN,Tennessee
Brown County,764,0,MN,Minnesota
Val Verde County,764,0,TX,Texas
Dale County,765,1,AL,Alabama
Orange County,765,1,VT,Vermont
Bureau County,766,8,IL,Illinois
Jackson County,767,0,FL,Florida
Lyon County,768,1,NV,Nevada
Dickinson County,769,0,IA,Iowa
Maverick County,769,0,TX,Texas
Warren County,772,0,IA,Iowa
Ford County,772,0,KS,Kansas
Park County,772,0,MT,Montana
Lake County,773,1,MT,Montana
Wise County,773,1,VA,Virginia
Warren County,775,0,VA,Virginia
Independence County,776,2,AR,Arkansas
Perry County,776,0,PA,Pennsylvania
Cherokee County,776,0,TX,Texas
Polk County,777,0,MN,Minnesota
Fayette County,777,0,WV,West Virginia
Hillsdale County,778,0,MI,Michigan
Alcorn County,780,1,MS,Mississippi
Russell County,781,1,AL,Alabama
Newaygo County,781,0,MI,Michigan
Davie County,782,0,NC,North Carolina
Pickaway County,783,3,OH,Ohio
Wyoming County,784,0,NY,New York
Amador County,785,0,CA,California
Mecklenburg County,785,0,VA,Virginia
Alpena County,786,0,MI,Michigan
Logan County,786,0,OK,Oklahoma
Monroe County,788,0,IL,Illinois
Marshall County,788,0,IA,Iowa
Pierce County,788,2,WI,Wisconsin
Transylvania County,789,5,NC,North Carolina
Dyer County,790,0,TN,Tennessee
Camden County,791,2,GA,Georgia
Harvey County,791,0,KS,Kansas
Charlevoix County,791,0,MI,Michigan
Lincoln County,792,0,MS,Mississippi
Orleans County,792,0,VT,Vermont
Cass County,793,1,MN,Minnesota
Laclede County,794,0,MO,Missouri
Grand County,795,0,CO,Colorado
Lyon County,796,0,MN,Minnesota
Habersham County,798,0,GA,Georgia
Williams County,799,0,OH,Ohio
Mayes County,799,0,OK,Oklahoma
Wood County,799,0,TX,Texas
LaGrange County,800,0,IN,Indiana
McClain County,802,0,OK,Oklahoma
Freeborn County,805,0,MN,Minnesota
Le Flore County,805,0,OK,Oklahoma
Hardin County,805,1,TX,Texas
Marion County,806,1,IA,Iowa
Chippewa County,806,0,MI,Michigan
Branch County,806,1,MI,Michigan
Defiance County,806,0,OH,Ohio
Webster Parish,807,0,LA,Louisiana
Wasatch County,807,4,UT,Utah
Pearl River County,808,1,MS,Mississippi
Allegany County,808,0,NY,New York
Lawrence County,808,0,OH,Ohio
Woodward County,809,0,OK,Oklahoma
Liberty County,810,0,GA,Georgia
Baldwin County,811,0,GA,Georgia
Isanti County,815,0,MN,Minnesota
Autauga County,816,0,AL,Alabama
Natchitoches Parish,816,1,LA,Louisiana
Pittsylvania County,816,2,VA,Virginia
Adams County,817,0,MS,Mississippi
Delta County,818,0,CO,Colorado
Bingham County,818,0,ID,Idaho
Montgomery County,818,1,KS,Kansas
Franklin County,818,0,ME,Maine
Yuba County,819,0,CA,California
Tioga County,819,2,NY,New York
Huntingdon County,820,2,PA,Pennsylvania
Fremont County,821,0,CO,Colorado
Crittenden County,822,2,AR,Arkansas
Morton County,822,0,ND,North Dakota
Floyd County,823,0,KY,Kentucky
Lyon County,824,2,KS,Kansas
Jefferson County,824,2,WV,West Virginia
Coffee County,827,0,GA,Georgia
Whitman County,827,3,WA,Washington
Henry County,828,0,IN,Indiana
Mississippi County,832,0,AR,Arkansas
Granville County,832,2,NC,North Carolina
Guernsey County,832,1,OH,Ohio
Henry County,832,0,VA,Virginia
Covington County,833,3,AL,Alabama
Duplin County,834,0,NC,North Carolina
Rusk County,834,0,TX,Texas
Sanilac County,835,0,MI,Michigan
Washington County,836,4,ME,Maine
Marion County,836,3,MO,Missouri
Van Zandt County,836,0,TX,Texas
Lawrence County,837,0,IN,Indiana
Wexford County,837,1,MI,Michigan
Morgan County,840,0,IL,Illinois
Richmond County,841,3,NC,North Carolina
Vance County,842,0,NC,North Carolina
Boone County,844,0,IL,Illinois
Oktibbeha County,844,6,MS,Mississippi
Crawford County,845,0,OH,Ohio
Ware County,848,0,GA,Georgia
Jackson County,853,0,AL,Alabama
Montgomery County,853,0,IN,Indiana
Coos County,853,0,NH,New Hampshire
Tuscola County,854,0,MI,Michigan
Logan County,855,0,OH,Ohio
Mower County,857,0,MN,Minnesota
Snyder County,859,1,PA,Pennsylvania
Stevens County,859,0,WA,Washington
Chaffee County,860,0,CO,Colorado
Boone County,862,1,AR,Arkansas
Calloway County,862,1,KY,Kentucky
Daviess County,863,0,IN,Indiana
Barren County,863,0,KY,Kentucky
Noble County,864,1,IN,Indiana
Falls Church city,865,13,VA,Virginia
Brookings County,866,1,SD,South Dakota
Barry County,867,1,MI,Michigan
Scott County,868,1,KY,Kentucky
Shenandoah County,868,1,VA,Virginia
Huntington County,869,0,IN,Indiana
Colquitt County,870,1,GA,Georgia
Gloucester County,871,0,VA,Virginia
Houghton County,875,2,MI,Michigan
Livingston County,877,0,IL,Illinois
Carroll County,877,0,IA,Iowa
Shelby County,877,1,KY,Kentucky
Union County,877,0,PA,Pennsylvania
Clinton County,880,0,IL,Illinois
Dickinson County,880,0,MI,Michigan
Elk County,880,0,PA,Pennsylvania
Calaveras County,881,1,CA,California
Washington County,881,1,TX,Texas
Ionia County,882,0,MI,Michigan
Morrison County,882,0,MN,Minnesota
McMinn County,882,0,TN,Tennessee
Dunn County,884,0,WI,Wisconsin
Latah County,885,2,ID,Idaho
Pike County,887,1,PA,Pennsylvania
Susquehanna County,887,1,PA,Pennsylvania
Tioga County,888,0,PA,Pennsylvania
Cooke County,889,0,TX,Texas
Calumet County,890,4,WI,Wisconsin
Catoosa County,891,0,GA,Georgia
Valencia County,892,0,NM,New Mexico
Beckham County,894,0,OK,Oklahoma
Dickson County,895,1,TN,Tennessee
Lincoln County,896,1,MO,Missouri
Shawano County,898,0,WI,Wisconsin
Crawford County,901,1,KS,Kansas
McPherson County,902,0,KS,Kansas
Sagadahoc County,902,0,ME,Maine
Shelby County,903,2,IN,Indiana
Dearborn County,904,0,IN,Indiana
Garrett County,904,0,MD,Maryland
Columbia County,905,1,OR,Oregon
Loudon County,906,0,TN,Tennessee
Nelson County,908,0,KY,Kentucky
Lee County,909,1,IA,Iowa
Benton County,910,0,MN,Minnesota
Pasquotank County,910,0,NC,North Carolina
Green County,911,0,WI,Wisconsin
Macoupin County,913,0,IL,Illinois
Anderson County,914,1,TX,Texas
Erath County,914,0,TX,Texas
Gillespie County,914,0,TX,Texas
Knox County,915,0,IN,Indiana
Johnson County,915,0,MO,Missouri
Gibson County,917,1,TN,Tennessee
Chenango County,918,1,NY,New York
Wagoner County,918,0,OK,Oklahoma
Custer County,920,0,OK,Oklahoma
Brown County,921,0,TX,Texas
Marion County,922,1,IL,Illinois
Jackson County,923,0,NC,North Carolina
Vilas County,924,0,WI,Wisconsin
Franklin County,925,0,NC,North Carolina
San Benito County,926,0,CA,California
Laurens County,931,1,SC,South Carolina
Nantucket County,934,0,MA,Massachusetts
Sullivan County,934,0,NH,New Hampshire
Muscatine County,935,1,IA,Iowa
Fulton County,936,0,OH,Ohio
Clarion County,937,3,PA,Pennsylvania
Jim Wells County,937,0,TX,Texas
St. Charles Parish,938,0,LA,Louisiana
Navarro County,938,0,TX,Texas
San Juan County,939,1,WA,Washington
Lamoille County,942,2,VT,Vermont
Caledonia County,943,1,VT,Vermont
Walker County,945,1,TX,Texas
Mifflin County,946,0,PA,Pennsylvania
Mercer County,947,0,OH,Ohio
Warren County,949,0,PA,Pennsylvania
Pender County,950,0,NC,North Carolina
Coffee County,951,2,AL,Alabama
Jefferson County,952,0,IL,Illinois
Becker County,952,0,MN,Minnesota
St. Martin Parish,954,2,LA,Louisiana
Tehama County,955,0,CA,California
Waldo County,955,0,ME,Maine
Monroe County,955,0,WI,Wisconsin
Greenbrier County,957,0,WV,West Virginia
Otero County,958,0,NM,New Mexico
Huron County,959,0,MI,Michigan
Auglaize County,962,0,OH,Ohio
Pittsburg County,962,1,OK,Oklahoma
Salem city,965,0,VA,Virginia
Hopkins County,967,0,KY,Kentucky
Steuben County,970,0,IN,Indiana
Adams County,971,6,NE,Nebraska
Pike County,972,0,MS,Mississippi
Cherokee County,972,0,SC,South Carolina
McKinley County,973,0,NM,New Mexico
Hood River County,974,2,OR,Oregon
Finney County,975,0,KS,Kansas
Barton County,975,0,KS,Kansas
McLeod County,976,3,MN,Minnesota
Pontotoc County,976,0,OK,Oklahoma
Shelby County,978,1,OH,Ohio
Box Elder County,978,2,UT,Utah
Gordon County,981,0,GA,Georgia
DeKalb County,982,0,IN,Indiana
Wharton County,982,0,TX,Texas
Mason County,986,0,WA,Washington
Franklin County,989,0,NY,New York
Culpeper County,989,0,VA,Virginia
Halifax County,991,0,NC,North Carolina
Sampson County,994,1,NC,North Carolina
Jackson County,995,0,IN,Indiana
Union County,996,53,OH,Ohio
Pettis County,998,0,MO,Missouri
Steele County,999,1,MN,Minnesota
Lonoke County,1000,2,AR,Arkansas
Oconee County,1000,1,GA,Georgia
Montcalm County,1002,1,MI,Michigan
Platte County,1008,1,NE,Nebraska
Lawrence County,1008,0,SD,South Dakota
Columbus County,1009,0,NC,North Carolina
Dodge County,1010,0,NE,Nebraska
Gila County,1012,4,AZ,Arizona
Warren County,1012,1,MS,Mississippi
Tift County,1015,0,GA,Georgia
Henderson County,1015,0,KY,Kentucky
Ottawa County,1016,1,OH,Ohio
Lincoln Parish,1017,0,LA,Louisiana
Franklin County,1019,0,VT,Vermont
Ashland County,1024,0,OH,Ohio
Albany County,1024,3,WY,Wyoming
Douglas County,1026,5,WI,Wisconsin
Jefferson County,1027,5,WA,Washington
Webster County,1028,1,IA,Iowa
Cortland County,1030,0,NY,New York
Liberty County,1030,0,TX,Texas
Lake County,1032,2,CA,California
Laurens County,1035,0,GA,Georgia
Dukes County,1036,0,MA,Massachusetts
Baxter County,1037,0,AR,Arkansas
Marshall County,1037,0,IN,Indiana
Bullitt County,1040,0,KY,Kentucky
Bedford County,1041,1,PA,Pennsylvania
San Patricio County,1042,0,TX,Texas
Jessamine County,1043,1,KY,Kentucky
Athens County,1044,8,OH,Ohio
Vermilion Parish,1045,0,LA,Louisiana
Curry County,1047,0,NM,New Mexico
Lincoln County,1048,0,NE,Nebraska
Thomas County,1049,3,GA,Georgia
Gunnison County,1052,0,CO,Colorado
Ogle County,1053,0,IL,Illinois
Scott County,1054,0,MO,Missouri
Crawford County,1056,2,AR,Arkansas
Robertson County,1056,0,TN,Tennessee
Knox County,1057,0,OH,Ohio
Delaware County,1059,1,NY,New York
McKean County,1060,2,PA,Pennsylvania
Delta County,1062,1,MI,Michigan
Washington County,1063,0,NY,New York
Lafayette County,1065,2,MS,Mississippi
Barrow County,1070,0,GA,Georgia
Grundy County,1071,1,IL,Illinois
Macon County,1071,0,NC,North Carolina
Montgomery County,1073,1,NY,New York
Siskiyou County,1075,1,CA,California
Henry County,1075,0,IL,Illinois
Marinette County,1075,0,WI,Wisconsin
Knox County,1076,1,IL,Illinois
Scotts Bluff County,1077,1,NE,Nebraska
Stephens County,1078,0,OK,Oklahoma
Kershaw County,1078,0,SC,South Carolina
DeKalb County,1079,0,AL,Alabama
Taos County,1082,0,NM,New Mexico
Cumberland County,1082,0,TN,Tennessee
Beaufort County,1083,0,NC,North Carolina
Stephenson County,1084,3,IL,Illinois
Tazewell County,1088,2,VA,Virginia
Greene County,1090,0,TN,Tennessee
Elko County,1092,1,NV,Nevada
Darlington County,1097,0,SC,South Carolina
Grady County,1101,0,OK,Oklahoma
Des Moines County,1102,0,IA,Iowa
Nez Perce County,1105,0,ID,Idaho
Warrick County,1106,1,IN,Indiana
Burnet County,1107,1,TX,Texas
Polk County,1110,0,WI,Wisconsin
Kendall County,1112,1,TX,Texas
Codington County,1113,1,SD,South Dakota
Spalding County,1114,1,GA,Georgia
Okanogan County,1120,2,WA,Washington
Howell County,1123,0,MO,Missouri
Phelps County,1123,1,MO,Missouri
Herkimer County,1124,0,NY,New York
Marion County,1127,1,OH,Ohio
Kay County,1127,1,OK,Oklahoma
Acadia Parish,1130,2,LA,Louisiana
Huron County,1132,0,OH,Ohio
Carbon County,1132,0,PA,Pennsylvania
Elmore County,1134,1,AL,Alabama
Shiawassee County,1134,0,MI,Michigan
Bastrop County,1134,1,TX,Texas
Juneau City and Borough,1135,0,AK,Alaska
Holmes County,1135,0,OH,Ohio
Addison County,1136,10,VT,Vermont
Seneca County,1138,0,OH,Ohio
Union County,1139,0,AR,Arkansas
Ellis County,1139,0,KS,Kansas
Laurel County,1139,4,KY,Kentucky
Sheridan County,1141,1,WY,Wyoming
Itasca County,1142,0,MN,Minnesota
Santa Cruz County,1145,0,AZ,Arizona
Beltrami County,1145,0,MN,Minnesota
Kittitas County,1147,0,WA,Washington
St. Joseph County,1152,1,MI,Michigan
Franklin County,1153,2,KY,Kentucky
Washington County,1153,0,MS,Mississippi
Silver Bow County,1153,0,MT,Montana
Campbell County,1154,0,VA,Virginia
Jefferson County,1159,0,PA,Pennsylvania
Franklin County,1159,0,VA,Virginia
Essex County,1160,2,NY,New York
Jackson County,1161,1,GA,Georgia
Morgan County,1161,0,IN,Indiana
Greene County,1161,1,NY,New York
Darke County,1161,1,OH,Ohio
Salem County,1164,1,NJ,New Jersey
Uintah County,1166,0,UT,Utah
Somerset County,1170,7,ME,Maine
Washington County,1170,2,VA,Virginia
Clinton County,1176,0,IA,Iowa
Fulton County,1180,0,NY,New York
Effingham County,1182,1,IL,Illinois
Stark County,1182,0,ND,North Dakota
Lamar County,1183,0,TX,Texas
Coles County,1184,1,IL,Illinois
Winona County,1184,4,MN,Minnesota
Washington County,1188,0,OK,Oklahoma
Chisago County,1200,0,MN,Minnesota
Venango County,1203,0,PA,Pennsylvania
Park County,1203,1,WY,Wyoming
Iron County,1204,4,UT,Utah
Coffee County,1206,21,TN,Tennessee
Waupaca County,1206,0,WI,Wisconsin
Leavenworth County,1207,0,KS,Kansas
Hood County,1211,0,TX,Texas
Ross County,1214,0,OH,Ohio
Wilkes County,1216,0,NC,North Carolina
Putnam County,1217,0,WV,West Virginia
Grant County,1218,0,WI,Wisconsin
Marion County,1219,2,WV,West Virginia
Colbert County,1222,3,AL,Alabama
Oldham County,1223,9,KY,Kentucky
Talladega County,1225,1,AL,Alabama
Lancaster County,1227,4,SC,South Carolina
Bristol County,1229,2,RI,Rhode Island
Putnam County,1230,0,FL,Florida
Sioux County,1231,0,IA,Iowa
Whiteside County,1241,0,IL,Illinois
Butler County,1241,0,MO,Missouri
Clay County,1246,0,MN,Minnesota
Walker County,1248,0,AL,Alabama
Rutherford County,1252,0,NC,North Carolina
Livingston County,1253,0,NY,New York
Lenoir County,1254,0,NC,North Carolina
